ID	Label	"Synonyms/
Denoation"	Suggested parent term	Abbreviation	Defination	Textual Defination	Definition Source	See Also	Editor	Reviewer1	Reviewer2	Type	Parent Class	parent	similar term	xref id
pko:PKO_0000186	Cytochrome P-450 CYP3A4		Xenoboitic metabolism	CYP3A4	"Cytochrome P450, family 3, subfamily A; polypeptide 4. A heme-thiolate monooxygenase.
'CYP3A4' as the symbol for the gene that codes this protein."	"Cytochrome P450, family 3, subfamily A; polypeptide 4. A heme-thiolate monooxygenase."	"http://purl.org/net/Xenoboitic-interaction-knowledge-base/DIKB_evidence_ontology.owl#CYP3A4
  http://purl.obolibrary.org/obo/NCIT_C24328"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	CYP enzymes			
pko:PKO_0000187	Cytochrome P-450 CYP2D6	"cyp2d6-a
cyp2d2"	Xenoboitic metabolism	CYP2D6	"Cytochrome P450, family 2, subfamily D, polypeptide 6. A heme-thiolate monooxygenase.  'CYP2D6' as the symbol for the gene that codes this protein."	"Cytochrome P450, family 2, subfamily D, polypeptide 6. A heme-thiolate monooxygenase."	"http://purl.org/net/Xenoboitic-interaction-knowledge-base/DIKB_evidence_ontology.owl#CYP2D6
http://purl.obolibrary.org/obo/OGG_3000001565
http://purl.obolibrary.org/obo/NCBIGene_446878"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	CYP enzymes			
pko:PKO_0000188	Cytochrome P-450 CYP2C9	"CYPIIC9
CYP2C
CYP2C10
CPC9
P450IIC9"	Xenoboitic metabolism	CYP2C9	"Cytochrome P450, family 2, subfamily C, polypeptide 9.  located on the chromosome 10 mapped at 10q24. A heme-thiolate monooxygenase.  The HUGO Gene Nomenclature Committee (HGNC) database uses 'CYP2C9' as the symbol for the gene that codes this protein."	"Cytochrome P450, family 2, subfamily C, polypeptide 9.  A heme-thiolate monooxygenase."	"http://purl.org/net/Xenoboitic-interaction-knowledge-base/DIKB_evidence_ontology.owl#CYP2C9
http://purl.obolibrary.org/obo/NCBIGene_1559"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	CYP enzymes			
pko:PKO_0000189	Cytochrome p450 CYP3A7	"CP37
P-450111A7
P450-HFLA
P-450(HFL33)
CYPIIIA7"	Xenoboitic metabolism	CYP3A7	"The protein-coding gene CYP3A7 (cytochrome P450, family 3, subfamily A, polypeptide 7) located on the chromosome 7 mapped at 7q21-q22.1. or
Aryl hydrocarbon hydroxylase|cytochrome P450 3A7|cytochrome P450, subfamily IIIA, polypeptide 7|cytochrome P450-HFLA|flavoprotein-linked monooxygenase|microsomal monooxygenase|xenobiotic monooxygenase"	"Cytochrome P450, family 3, subfamily A, polypeptide 7) located on chromosome 7 mapped at 7q21-q22.1."	"http://identifiers.org/ncbigene/1551

http://purl.obolibrary.org/obo/OGG_3000001551"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	CYP enzymes			
pko:PKO_0000190	CYP2C8	"CPC8
MP-12|MP-20
CYPIIC8"	Xenoboitic metabolism	CYP2C8	"The protein-coding gene CYP2C8 (cytochrome P450, family 2, subfamily C, polypeptide 8) located on the chromosome 10 mapped at 10q23.33. Or
Cytochrome P450 plays a role in oxidation of both endobiotics and xenobiotics metabolism."	"Cytochrome P450, family 2, subfamily C, polypeptide 8) located on chromosome 10 mapped at 10q23.33."	"http://identifiers.org/ncbigene/1558

http://purl.obolibrary.org/obo/NCIT_C46071"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	CYP enzymes			
pko:PKO_0000192	Phase II	Phase I metabolism	Xenoboitic metabolism		The phase II biotransformation pathway involves the conjugation of phase I products to various hydrophilic moieties that renders them more suitable for excretion. Various enzyme superfamilies are involved in carrying out the specific conjugation of metabolites	"It involves conjugation of phase I products to various hydrophilic moieties that renders them more suitable for excretion.or
Phase II, subtype of  metabolic biotransformation reactions involving conjugate enabling efficient excretion."	http://purl.obolibrary.org/obo/PW_0000858		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Metabolism			
pko:PKO_0000193	UGT1A1	"UDPGT
HUG-BR1
GNT1
UGT1A
BILIQTL1
UDPGT 1-1
UGT1"	Xenoboitic metabolism	UGT1A1	"The protein-coding gene UGT1A1 (UDP glucuronosyltransferase 1 family, polypeptide A1) located on the chromosome 2 mapped at 2q37."	"UGT1A1 (UDP glucuronosyltransferase 1 family, polypeptide A1) located on  chromosome 2 mapped at 2q37."	http://purl.obolibrary.org/obo/NCBIGene_54658		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Phase II			
pko:PKO_0000194	UGT1A4	"UDPGT
UGT1-04
UDPGT 1-4
UGT-1D
UGT1D
UGT1.4
HUG-BR2"	Xenoboitic metabolism	UGT1A4	"The protein-coding gene UGT1A4 (UDP glucuronosyltransferase 1 family, polypeptide A4) located on the chromosome 2 mapped at 2q37."	"UDP Glucuronosyltransferase 1 Family, Polypeptide A4 Gene involved in xenobiotic metabolism."	"http://identifiers.org/ncbigene/54657
http://purl.obolibrary.org/obo/OMIT_0042415"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Phase II			
pko:PKO_0000195	UGT1A6	"UDPGT
GNT1
UGT1F
HLUGP1
UGT1
UGT1A6S
UDPGT 1-6
HLUGP"	Xenoboitic metabolism	UGT1A6	"The protein-coding gene UGT1A6 (UDP glucuronosyltransferase 1 family, polypeptide A6) located on the chromosome 2 mapped at 2q37."		http://identifiers.org/ncbigene/113992		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Phase II			
pko:PKO_0000196	UGT1A9	"HLUGP4
UGT1-09
UGT1AI
UDPGT 1-9
UGT1.9
UDPGT
UGT1-9
LUGP4
UGT-1I
UGT1I"	Xenoboitic metabolism	UGT1A9	"The protein-coding gene UGT1A9 (UDP glucuronosyltransferase 1 family, polypeptide A9) located on the chromosome 2 mapped at 2q37."	"UGT1A9 (UDP glucuronosyltransferase 1 family, polypeptide A9)  is involved in phenol detoxification"	"http://identifiers.org/ncbigene/54600
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C105862"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Phase II			
pko:PKO_0000197	UGT2B4	"HLUG25
UGT2B11
UDPGTH1
UDPGT2B4
UDPGTh-1"	Xenoboitic metabolism	UGT2B4	"The protein-coding gene UGT2B4 (UDP glucuronosyltransferase 2 family, polypeptide B4) located on the chromosome 4 mapped at 4q13."	"UGT2B4 (UDP glucuronosyltransferase 2 family, polypeptide B4) located on  chromosome 4 mapped at 4q13. or
UDP glucuronosyltransferase family 2 member B4."	"http://identifiers.org/ncbigene/7363
 

http://purl.obolibrary.org/obo/OMIT_0036009"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Phase II			
pko:PKO_0000198	UGT2B7	"UDPGT 2B9
UGT2B9
UDPGTH2
UDPGT2B7"	Xenoboitic metabolism	UGT2B7	"The protein-coding gene UGT2B7 (UDP glucuronosyltransferase 2 family, polypeptide B7) located on the chromosome 4 mapped at 4q13."	"UDP glucuronosyltransferase 2 family, polypeptide B7"	"http://purl.obolibrary.org/obo/NCBIGene_7364
http://purl.obolibrary.org/obo/OGG_3000007364"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Phase II			
pko:PKO_0000199	SULT	"Sult-x1
Sultx1"	Xenoboitic metabolism	SULT	"The protein-coding gene Sult5a1 (sulfotransferase family 5A, member 1) located on the chromosome 8 mapped at 8 E1|8."	"Sult5a1 (sulfotransferase family 5A, member 1) located on the chromosome 8 mapped at 8 E1|8."	http://purl.obolibrary.org/obo/NCBIGene_57429		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Phase II			
pko:PKO_0000200	NAT 2	nhoA	Xenoboitic metabolism	NAT 2		Arylamine N-acetyltransferase Nat (arylamine acetylase)	http://www.ncbi.nlm.nih.gov/gene		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Phase II			
pko:PKO_0000201	Phase III				"Occurs post-phase II, where xenobiotics can undergo further metabolism and excretion. It classifies into the following superfamilies: ATP-binding cassette (ABC), Solute carrier (SLC) transporters"	"Occurs post-phase II, where xenobiotics can undergo further metabolism and excretion"	https://www.ncbi.nlm.nih.gov/books/NBK544353/		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Metabolism			
pko:PKO_0000202	First pass metabolism	First pass effect	Metabolism		"First pass metabolism, also known as the first pass effect or presystemic metabolism, is a phenomenon in which a drug/chemical undergoes metabolism at a specific location in the body, resulting in a reduced concentration of the active drug/chemical before it reaches its site of action or systemic circulation. "	"First pass metabolism, also known as the first pass effect or presystemic metabolism, is a phenomenon in which a drug/chemical undergoes metabolism at a specific location in the body, resulting in a reduced concentration of the active drug/chemical before it reaches its site of action or systemic circulation. "	First Pass Effect - StatPearls - NCBI Bookshelf (nih.gov)		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Metabolism			
pko:PKO_0000203	Vmax_intestine		Metabolism		"The maximum rate of metabolic reaction, when all the enzyme’s active sites are saturated with substrate in intestine"	"Maximum rate of metabolic reaction, when all enzyme’s active sites are saturated with substrate in intestine"	https://teachmephysiology.com/biochemistry/molecules-and-signalling/enzyme-kinetics/		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Metabolism			
pko:PKO_0000204	Km_intestine	Michaelis constant_intestine	Metabolism		"The substrate concentration at which the reaction rate is 50% of the Vmax in intestine. Km is a measure of the affinity an enzyme has for its substrate, as the lower the value of Km, the more efficient the enzyme is at carrying out its function at a lower substrate concentration."	Substrate concentration at which reaction rate is 50% of Vmax in intestine	https://teachmephysiology.com/biochemistry/molecules-and-signalling/enzyme-kinetics/		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Metabolism			
pko:PKO_0000205	Vmax_liver		Metabolism		"The maximum rate of metabolic reaction, when all the enzyme’s active sites are saturated with substrate in Liver"	"Maximum rate of metabolic reaction, when all enzyme’s active sites are saturated with substrate in Liver"	https://teachmephysiology.com/biochemistry/molecules-and-signalling/enzyme-kinetics/		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Metabolism			
pko:PKO_0000206	Km_liver	Michaelis constant_liver	Metabolism		The substrate concentration at which the reaction rate is 50% of the Vmax in liver	Substrate concentration at which reaction rate is 50% of Vmax in liver	https://teachmephysiology.com/biochemistry/molecules-and-signalling/enzyme-kinetics/		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Metabolism			
pko:PKO_0000207	Gut Metabolism				The metabolism of a xenoboitic that occurs in the gut	The metabolism of a xenoboitic that occurs in gut			0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Metabolism			
pko:PKO_0000208	kd				"KD in PBPK modeling refers to the dissociation constant of a drug/chemical-receptor complex, which is a measure of the affinity of the drug/chemical for its target receptor. It affects the distribution and elimination of the drug/chemical in the body. The dissociation constant (KD) is defined as the ratio of the rate constants for the forward and reverse reactions of the drug/chemical-receptor complex. "	"KD in PBPK modeling refers to the dissociation constant of a drug/chemical-receptor complex, which is a measure of the affinity of the drug/chemical for its target receptor. It affects the distribution and elimination of the drug/chemical in the body. The dissociation constant (KD) is defined as the ratio of the rate constants for the forward and reverse reactions of the drug/chemical-receptor complex. "	10.1186/s13550-021-00821-7		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Metabolism			
pko:PKO_0000209	Transporters				"Xenobiotic transporters are responsible for the uptake of some chemicals into cells, and extremely important for the export of chemicals out of cells"	Responsible for import or export xenobiotics in or out of cell	https://pubmed.ncbi.nlm.nih.gov/11936902/		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Metabolism			
pko:PKO_0000210	OATP	"Organic Anion Transporting Polypeptide
SLCO
Solute Carrier Organic Anion
Organic Anion Transporter Protein
OATP
Organic Anion-Transporting Polypeptide
Organic Anion Transporter
Organic Anion Transport Protein"	Protiens		A family of transmembrane proteins that play a role in the transport of organic anions including bile acids and bilirubin.	Family of transmembrane proteins that transport of organic anions including bile acids and bilirubin	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C107150		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Transporters			
pko:PKO_0000211	Abcc3	"ATP-Binding Cassette, Sub-Family C (CFTR/MRP), Member 3 wt Allele
MLP2
EST90757
cMOAT2
MOAT-D
ABCC3 wt Allele
MRP3
ABC31"	Protiens	ABCC3	"Human ABCC3 wild-type allele is located in the vicinity of 17q22 and is approximately 57 kb in length. This allele, which encodes canalicular multispecific organic anion transporter 2 protein, plays a role in bile metabolism and transport"	"Human ABCC3 wild-type allele is located in vicinity of 17q22 and is approximately 57 kb in length, plays a role in bile metabolism and transport"	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C106022		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Transporters			
pko:PKO_0000212	Abcc2	"DJS
CMOAT
ABC30
MRP2
cMRP"	Protiens	ABCC2	"The protein-coding gene ABCC2 (ATP-binding cassette, sub-family C (CFTR|MRP), member 2) located on the chromosome 10 mapped at 10q24"	Protein-coding gene ABCC2 located on chromosome 10 mapped at 10q24	http://identifiers.org/ncbigene/1244		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Transporters			
pko:PKO_0000217	kdeg	degradation rate constant	Enzyme		Degradation rate constant of metabolizing enzyme	Degradation rate constant of metabolizing enzyme	Guideline on the reporting of physiologically based pharmacokinetic (PBPK) modelling and simulation (europa.eu)	Guideline on the reporting of physiologically based pharmacokinetic (PBPK) modelling and simulation (europa.eu)	0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Metabolism			
pko:PKO_0000218	ki	The inhibitory constant	equilibrium dissociation constant (Kd)	ki	inhibition constant for a specific enzyme or transporter	inhibition constant for a specific enzyme or transporter	Guideline on the reporting of physiologically based pharmacokinetic (PBPK) modelling and simulation (europa.eu)		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Metabolism			
pko:PKO_0000219	Excretion			E	"Excretion in PBPK refers to the removal of a compound from the body through various routes such as urine, feces, exhalation etc."	"Removal of a compound from the body through various routes such as urine, feces, and exhalation"	10.3390/ijerph20043473		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Biochemical Parameters			
pko:PKO_0000220	Renal excretion		Excretion		"The process by which xenoboitics and their metabolites are eliminated from the body, primarily through urine."	"Process by which xenoboitics and their metabolites are eliminated from body, primarily through urine."	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015. Chapter 7, Page Number-149"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Excretion			
pko:PKO_0000221	Heaptic Excretion	Hepatic clearance	Excretion		"The process by which xenoboitics and their metabolites are eliminated from the body, through liver metabolic processes."	Removing  xenoboitic fraction from liver.			0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Excretion			
pko:PKO_0000222	Fecal excretion	Intestinal clerance	Excretion		"The process by which xenoboitics and their metabolites are eliminated from the body, through feces"	Removing chemical and its metabolites through feces			0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Excretion			
pko:PKO_0000223	Exhalation	Lung clearance	Excretion		Exhalation defines as the removing chemical and its metabolites through respiration (Inhalation and exhalation process.	Removing chemical and its metabolites through respiration			0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Excretion			
pko:PKO_0000224	Sweat excretion	Sweat glands excretion	Excretion		Sweat excretion defined as the  removing chemical and its metabolites through sweat.	Removing chemical and its metabolites through sweat.			0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Excretion			
pko:PKO_0000225	Hair excretion		Excretion		Hair excretion defined as the  removing chemical and its metabolites through hair.	Removing chemical and its metabolites through hair.			0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Excretion			
pko:PKO_0000226	Clearance		Excretion	Cl	Clearance  defined as the volume of fluid cleared of xenoboitic from the body per unit of time. 	Volume of fluid cleared of xenoboitic from body per unit  time. 	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015."		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Excretion			
pko:PKO_0000227	Fecal clearance		Excretion		Fecal Clearance  defined as the fecal cleared volume of  xenoboitic from the body per unit of time. 	 Fecal cleared volume of  xenoboitic from body per unit  time. 	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015."		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Clearance			
pko:PKO_0000228	sweat clearance		Excretion		Sweat Clearance  defined as the sweat cleared volume xenoboitic from the body per unit of time. 	 Sweat cleared volume of  xenoboitic from body per unit  time. 	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015.Chapter 7, Page Number-152"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Clearance			
pko:PKO_0000229	urinary clearance		Excretion		Urinary clearance  defined as the urine cleared volume xenoboitic from the body per unit of time. 	 Urine cleared volume of  xenoboitic from body per unit time. 	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015.Chapter 7, Page Number-153"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Clearance			
pko:PKO_0000230	biliary clearance		Excretion		Biliary clearance  defined as the bile cleared volume xenoboitic from the body per unit of time. 	 Bile cleared volume of  xenoboitic from body per unit time. 	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015.Chapter 7, Page Number-154"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Clearance			
pko:PKO_0000231	heaptic clearance		Excretion		Hepatic Clearance  defined as the Liver cleared volume xenoboitic from the body per unit of time. 	 Liver cleared volume of  xenoboitic from body per unit time. 	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015.Chapter 7, Page Number-155"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Clearance			
pko:PKO_0000232	intrinsic clearance		Excretion	Clint	"Intrinsic clearance in PBPK refers to the rate at which a compound is metabolized or eliminated by a specific organ or tissue, independent of the concentration of the compound in the blood"	"the rate at which a compound is metabolized or eliminated by a specific organ or tissue, independent of the concentration of the compound in the blood"	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015.Chapter 7, Page Number-354"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Clearance			
pko:PKO_0000233	fecal elimination rate constant				the rate at which a compound is eliminated from the body through fecal excretion	the rate at which a compound is eliminated from the body through fecal excretion			0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Excretion			
pko:PKO_0000234	Renal elimination rate constant				the rate at which a compound is eliminated from the body through urine excretion	the rate at which a compound is eliminated from the body through urine excretion			0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Excretion			
pko:PKO_0000235	Biliary elimination	biliary excretion			Irreversible transfer of Xenoboitic or Xenoboitic metabolites from the plasma to the bile through the hepatocytes	Irreversible transfer of Xenoboitic or Xenoboitic metabolites from plasma to the bile through hepatocytes	https://sepia2.unil.ch/pharmacology/mechanisms/biliary-excretion/		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Excretion			
pko:PKO_0000237	Route of exposure	Exposure Route of Administration			Designation of the part of the body through which the exposure is introduced.	Designated body part through which exposure is introduced	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C83121		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Physiologically Based Pharmacokinetic Modeling			
pko:PKO_0000238	oral				administration to or by way of the mouth	administration to or by way of mouth	http://radlex.org/RID/RID11173		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Route of exposure			
pko:PKO_0000239	dermal				exposure through the skin	exposure through the skin	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25478		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Route of exposure			
pko:PKO_0000240	Inhalation	"Inhaled, Inhale"			exposure through breath	exposure through breath	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C95464		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Route of exposure			
pko:PKO_0000241	intravenous bolus			IVB	"Type of IV therapy where a single dose of medication/chemical/ nutrients is administered over a short period of time, typically less than 30 minutes"	"Type of IV therapy where a single dose of medication/chemical/ nutrients is administered over a short period of time, typically less than 30 minutes"	IV Bolus vs. IV Push | Mobile IV Nurses		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Route of exposure			
pko:PKO_0000242	intravenous infusion			IVI	"The administration of fluids, medication, nutrition, or blood directly into the bloodstream through a vein"	"The administration of fluids, medication, nutrition, or blood directly into the bloodstream through a vein"	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38275		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Route of exposure			
pko:PKO_0000243	intramuscular				Administration within a muscle	Administration within a muscle	http://radlex.org/RID/RID11139		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Route of exposure			
pko:PKO_0000244	intraarterial				The administration of a substance directly into an artery	Administration within an artery or arteries	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C38222		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Route of exposure			
pko:PKO_0000245	intrathecal				"Inside the spinal canal (the canal in successive vertebrae through which the spinal cord passes-Wordnet definition) . For example, intrathecal immunoglobulin production means production of this substance in the spinal cord; intrathecal injection is an injection into the the spinal canal (intrathecal space surrounding the spinal cord), as in a spinal anaesthesia or in chemotherapy or pain management applications."	Administration inside spinal canal	http://uri.neuinfo.org/nif/nifstd/nlx_inv_090911		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Route of exposure			
pko:PKO_0000246	subcutaneous	Subcutaneous (intended site)			An intended site for xenobiotics that is for administration into the subcutaneous tissue	site for administration of xenobiotics into subcutaneous tissue	http://purl.bioontology.org/ontology/SNOMEDCT/764295003		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Route of exposure			
pko:PKO_0000247	nasal				administration to the nose; administered by way of the nose.	Administration to the nose or via way of nose	http://radlex.org/RID/RID11169		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Route of exposure			
pko:PKO_0000248	transdermal				Administration through the dermal layer of the skin to the systemic circulation by diffusion	Administration through skin dermal layer to systemic circulation by diffusion	http://radlex.org/RID/RID11193		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Route of exposure			
pko:PKO_0000249	ocular				An intended site for xenobiotics that is for administration to the eye or eye structures	Site for xenobiotics administration to eye or eye structures	http://purl.bioontology.org/ontology/SNOMEDCT/738952007		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Route of exposure			
pko:PKO_0000250	Output parameters				Refers to result or predictions generated by the model in PBPK	Refers to result or predictions generated by the model in PBPK			0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Physiologically Based Pharmacokinetic Modeling			
pko:PKO_0000251	Peak Concentration	Cumulative concentration		Cmax	"The highest concentration of a drug/chemical in the blood, cerebrospinal fluid, or target organ after exposure"	"The highest concentration of a drug/chemical in the blood, cerebrospinal fluid, or target organ after exposure"	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015."		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000252	Cmaxss				Maximum steady state concentration	Maximum steady state concentration			0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000253	Tmax	Peak plasma xenoboitic level		Tmax	The time required to reach maximum xenoboitic concentration after xenoboitic administration	The time required to reach maximum xenoboitic concentration after xenoboitic administration	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015."		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000254	Area under curve	Total exposure		AUC	It is the definite integral of the concentration of a drug/chemical in blood or plasma as a function of time	It is the definite integral of the concentration of a drug/chemical in blood or plasma as a function of time	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015, Chaper-2,page number-37."		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000255	AUC0-t	observed AUC			the area under the concentration-time curve from dosing (time 0) to the last quantifiable time point (t)	the area under the concentration-time curve from dosing (time 0) to the last quantifiable time point (t)	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015, Chaper-7, page number-154."		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Area under curve			
pko:PKO_0000256	AUClast				the area under the concentration-time curve from dosing (time 0) to the time of the last measured concentration of a drug.	the area under the concentration-time curve from dosing (time 0) to the time of the last measured concentration of a drug.	https://pubmed.ncbi.nlm.nih.gov/22673011/		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Area under curve			
pko:PKO_0000257	AUC0-infinity				"the area under the concentration-time curve from dosing (time 0) to infinity, which means the total drug/chemical exposure across time"	"the area under the concentration-time curve from dosing (time 0) to infinity, which means the total drug/chemical exposure across time"	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015, Chaper-4, page number-79."		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Area under curve			
pko:PKO_0000258	Area under moment curve	First movement area		AUMC	AUMC is a pharmacokinetic parameter that is calculated by measuring the concentration of a drug/chemical in blood plasma as a function of time and then taking the definite integral of the product of time and concentration squared	AUMC is a pharmacokinetic parameter that is calculated by measuring the concentration of a drug/chemical in blood plasma as a function of time and then taking the definite integral of the product of time and concentration squared	10.1111/bcp.12685		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000259	Mean residence time			MRT	Average time a drug/chemical molecule resides in the body	Average time a drug/chemical molecule resides in the body	Mean Residence Time (MRT): Understanding How Long Drug Molecules Stay in the Body | Certara		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000260	half-life	Half Life		t1/2	the time it takes for the concentration of a drug/chemical in the body to decrease by half	the time it takes for the concentration of a drug/chemical in the body to decrease by half	What is a Half-life? | Certara		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000261	bioavailavility	Absorption fraction		F	" Bioavailability is defined as the rate and extent to which the active ingredient or active moiety is absorbed from a Xenoboitic product and becomes available at the site of action (US-FDA, CDER, 2014a)."	" Bioavailability is defined as the rate and extent to which the active ingredient or active moiety is absorbed from a Xenoboitic product and becomes available at the site of action (US-FDA, CDER, 2014a)."	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015.
Chapter 16, Page Number-471 "		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
pko:PKO_0000262	Relative bioavailability	Comparative/formulation bioavailability		F rel	"Relative bioavailability is a term used to describe the extent and rate at which a drug/chemical is absorbed into the systemic circulation after administration compared to a reference formulation/source chemical,"	"Relative bioavailability is a term used to describe the extent and rate at which a drug/chemical is absorbed into the systemic circulation after administration compared to a reference formulation/source chemical,"	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015.
Chapter 16, Page Number-473"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	bioavailavility			
pko:PKO_0000263	Mean absorption time			MAT	Average time it takes for drug/chemical to be absorbed into systemic circulation	Average time it takes for drug/chemical to be absorbed into systemic circulation	"Shargel, Leon, et al. Applied Biopharmaceutics & Pharmacokinetics. 7th ed., McGraw-Hill Education, 2015.Chapter-25,Page number-837"		0000-0001-8345-1349	0000-0002-9795-5967		Subclass	Output parameters			
